Date,Open,High,Low,Close,Adj Close,Volume
2015-03-16,167.669998,175.300003,167.210007,174.309998,168.722061,2796100
2015-03-17,172.649994,174.970001,172.639999,174.000000,168.421967,1647000
2015-03-18,174.350006,179.559998,173.699997,178.630005,172.903564,1850000
2015-03-19,178.580002,182.970001,178.279999,180.960007,175.158890,1703200
2015-03-20,182.309998,183.009995,180.080002,182.789993,176.930206,2256300
2015-03-23,182.789993,183.050003,181.369995,182.100006,176.262329,974200
2015-03-24,182.039993,182.979996,180.410004,180.410004,174.626526,966600
2015-03-25,181.479996,182.830002,177.169998,177.330002,171.645248,1427100
2015-03-26,176.800003,177.550003,174.809998,175.720001,170.086868,1473000
2015-03-27,175.759995,177.770004,175.399994,177.520004,172.103394,1492000
2015-03-30,179.979996,181.380005,179.490005,181.179993,175.651718,1365300
2015-03-31,180.029999,181.369995,178.020004,178.020004,172.588150,1303500
2015-04-01,177.830002,178.339996,174.699997,177.639999,172.219742,822800
2015-04-02,177.839996,180.139999,177.070007,177.979996,172.549347,677400
2015-04-06,177.190002,178.929993,176.600006,178.259995,172.820847,515300
2015-04-07,182.000000,182.000000,176.970001,178.100006,172.665710,973400
2015-04-08,178.710007,179.580002,177.839996,178.729996,173.276443,767200
2015-04-09,178.130005,179.139999,176.339996,177.729996,172.306946,1382200
2015-04-10,177.639999,178.559998,176.940002,178.479996,173.034119,648200
2015-04-13,178.830002,181.050003,178.520004,178.580002,173.131012,561400
2015-04-14,178.389999,180.000000,178.089996,179.550003,174.071426,752800
2015-04-15,179.990005,180.679993,175.490005,176.729996,171.337479,1390800
2015-04-16,180.000000,180.570007,176.100006,177.679993,172.258484,1510900
2015-04-17,176.250000,177.639999,176.070007,177.479996,172.064606,992700
2015-04-20,178.679993,179.250000,178.410004,178.699997,173.247437,621600
2015-04-21,179.199997,180.440002,178.960007,180.130005,174.633759,613400
2015-04-22,180.070007,180.500000,178.830002,180.009995,174.517426,710000
2015-04-23,179.059998,182.050003,178.610001,181.910004,176.359436,1070500
2015-04-24,181.600006,182.410004,181.500000,182.350006,176.785995,806700
2015-04-27,182.500000,182.960007,179.789993,180.119995,174.624039,1234800
2015-04-28,180.490005,182.050003,177.789993,181.110001,175.583878,1546400
2015-04-29,175.809998,177.449997,165.839996,168.050003,162.922363,4526900
2015-04-30,167.210007,167.809998,164.940002,165.600006,160.547073,2279700
2015-05-01,167.000000,167.990005,165.070007,166.360001,161.283905,1102900
2015-05-04,166.289993,169.970001,165.800003,168.649994,163.504044,1115300
2015-05-05,167.419998,168.399994,163.940002,164.250000,159.238312,1466900
2015-05-06,165.289993,165.380005,162.350006,163.070007,158.094315,1579600
2015-05-07,162.630005,166.270004,162.630005,164.539993,159.519424,917900
2015-05-08,165.860001,168.199997,165.089996,167.899994,162.776886,1282700
2015-05-11,167.559998,168.639999,166.429993,166.619995,161.535965,1064000
2015-05-12,166.630005,174.000000,166.520004,173.380005,168.089737,3630200
2015-05-13,173.080002,173.880005,171.500000,173.500000,168.206039,1727600
2015-05-14,174.770004,176.240005,173.860001,174.250000,168.933167,1264900
2015-05-15,175.009995,175.910004,173.460007,175.899994,170.532791,743200
2015-05-18,175.300003,177.309998,175.250000,176.610001,171.221146,1143100
2015-05-19,176.350006,178.960007,176.300003,177.740005,172.316666,1224800
2015-05-20,177.750000,179.250000,176.960007,178.539993,173.092270,684100
2015-05-21,177.880005,179.389999,177.020004,178.759995,173.305557,904500
2015-05-22,178.339996,179.509995,177.210007,179.000000,173.538223,1144000
2015-05-26,178.100006,178.839996,176.529999,177.880005,172.452408,1099400
2015-05-27,178.740005,180.169998,177.820007,178.520004,173.072891,1046500
2015-05-28,178.080002,179.750000,177.270004,178.410004,172.966232,1105200
2015-05-29,178.619995,219.789993,176.410004,214.649994,208.100464,9938100
2015-06-01,213.149994,217.000000,210.330002,214.919998,208.362198,5087400
2015-06-02,214.660004,216.020004,213.550003,214.740005,208.187729,2159500
2015-06-03,214.500000,215.100006,212.300003,213.610001,207.092209,2662300
2015-06-04,212.500000,214.000000,211.460007,213.000000,206.500778,1725200
2015-06-05,212.479996,214.800003,211.139999,214.380005,207.838684,1736000
2015-06-08,216.550003,219.479996,212.029999,212.330002,205.851257,2782500
2015-06-09,211.940002,213.740005,211.399994,212.470001,205.986984,1897200
2015-06-10,212.369995,215.550003,211.550003,214.449997,207.906525,2558500
2015-06-11,215.070007,216.660004,213.369995,214.169998,207.635071,1692800
2015-06-12,213.009995,215.369995,212.210007,212.470001,205.986984,2334100
2015-06-15,211.660004,217.770004,198.800003,206.580002,200.276688,8060500
2015-06-16,202.940002,206.259995,199.389999,199.600006,193.509674,6326700
2015-06-17,200.500000,205.300003,200.500000,200.889999,194.760284,3082000
2015-06-18,201.300003,202.839996,198.910004,199.300003,193.218842,1864200
2015-06-19,199.619995,202.679993,198.429993,202.309998,196.136978,1951900
2015-06-22,207.000000,207.570007,189.029999,189.940002,184.144424,7556000
2015-06-23,189.470001,193.690002,185.110001,189.860001,184.066849,5301700
2015-06-24,188.990005,189.839996,184.229996,184.229996,178.608643,2980000
2015-06-25,184.830002,199.990005,184.380005,197.369995,191.347733,8331700
2015-06-26,199.009995,200.000000,194.149994,195.500000,189.813660,8626300
2015-06-29,193.000000,194.399994,189.259995,192.899994,187.289276,3176800
2015-06-30,193.869995,196.300003,191.039993,191.279999,185.716385,3055100
2015-07-01,191.869995,194.110001,189.779999,193.139999,187.522339,1884200
2015-07-02,192.020004,192.929993,185.009995,187.500000,182.046341,3720400
2015-07-06,190.000000,195.000000,187.619995,188.960007,183.463882,13944900
2015-07-07,188.399994,189.399994,181.820007,187.100006,181.657990,6097700
2015-07-08,186.009995,187.740005,185.460007,185.860001,180.454071,3527800
2015-07-09,187.259995,188.139999,186.160004,186.160004,180.745316,3591300
2015-07-10,188.000000,188.149994,186.020004,187.250000,181.803635,2234900
2015-07-13,188.250000,188.250000,183.679993,185.100006,179.716156,2691100
2015-07-14,186.169998,186.979996,185.050003,186.139999,180.725891,1506200
2015-07-15,186.029999,187.990005,185.399994,187.479996,182.026932,1635200
2015-07-16,187.899994,187.979996,185.720001,186.419998,180.997757,1806800
2015-07-17,186.380005,187.770004,185.990005,187.440002,181.988098,1545300
2015-07-20,188.070007,188.240005,185.759995,186.160004,180.745316,1285300
2015-07-21,186.259995,187.220001,184.529999,185.850006,180.444351,1234200
2015-07-22,185.850006,186.880005,184.910004,186.100006,180.687103,1803800
2015-07-23,186.210007,186.479996,184.210007,184.729996,179.356918,1506700
2015-07-24,184.009995,184.089996,181.020004,181.759995,176.473282,1506300
2015-07-27,181.009995,184.229996,180.289993,183.910004,178.560776,1184400
2015-07-28,184.160004,184.860001,181.860001,184.520004,179.153030,1214600
2015-07-29,183.839996,184.889999,182.289993,184.410004,179.046265,1077200
2015-07-30,184.960007,186.000000,183.199997,183.699997,178.356857,740500
2015-07-31,184.149994,184.919998,181.279999,182.089996,176.793701,1357700
2015-08-03,182.500000,184.210007,181.330002,182.399994,177.094696,1012300
2015-08-04,182.929993,184.380005,181.410004,182.330002,177.026718,1117800
2015-08-05,183.289993,186.089996,182.940002,185.539993,180.143372,1314900
2015-08-06,185.759995,186.990005,184.389999,184.520004,179.153030,1114000
2015-08-07,184.779999,184.779999,182.559998,184.059998,178.706406,718200
2015-08-10,184.539993,186.550003,183.970001,186.259995,180.842422,719800
2015-08-11,185.210007,186.600006,184.529999,185.820007,180.415237,1085800
2015-08-12,185.309998,186.179993,182.679993,186.089996,180.677383,1088100
2015-08-13,186.000000,187.309998,185.250000,186.059998,180.648254,564800
2015-08-14,185.529999,188.149994,185.059998,186.509995,181.085175,1122200
2015-08-17,185.470001,190.330002,185.100006,189.750000,184.230881,1168400
2015-08-18,188.990005,192.490005,188.259995,190.529999,184.988220,915400
2015-08-19,189.570007,190.600006,188.600006,189.399994,183.891098,623700
2015-08-20,188.089996,189.580002,185.449997,186.089996,180.677383,1223600
2015-08-21,184.929993,185.970001,181.729996,181.729996,176.444183,1270800
2015-08-24,170.759995,180.360001,169.399994,175.179993,170.084671,1895400
2015-08-25,177.690002,181.630005,175.449997,175.460007,170.356567,1161800
2015-08-26,178.929993,181.089996,176.169998,180.729996,175.473267,1383600
2015-08-27,181.039993,184.899994,180.800003,184.809998,179.434616,1030600
2015-08-28,184.070007,185.059998,183.089996,184.009995,178.657837,506400
2015-08-31,184.100006,186.179993,182.720001,182.789993,177.473328,921100
2015-09-01,179.880005,181.679993,178.470001,179.250000,174.036346,1026800
2015-09-02,181.100006,181.699997,178.830002,181.699997,176.415039,1074900
2015-09-03,182.350006,184.429993,181.039993,182.160004,176.861664,743200
2015-09-04,180.300003,182.949997,179.500000,181.520004,176.240265,650000
2015-09-08,183.979996,185.250000,183.240005,184.979996,179.599670,600600
2015-09-09,185.919998,188.240005,184.839996,185.149994,179.764709,817100
2015-09-10,185.389999,185.960007,184.250000,185.210007,179.822968,853600
2015-09-11,184.630005,187.380005,184.279999,187.320007,181.871613,574600
2015-09-14,186.500000,187.429993,185.669998,187.000000,181.560898,423800
2015-09-15,187.199997,189.119995,186.300003,187.690002,182.230835,590600
2015-09-16,188.149994,188.360001,187.070007,187.619995,182.162842,631900
2015-09-17,188.100006,190.100006,187.250000,188.589996,183.104630,906700
2015-09-18,187.710007,188.690002,187.199997,187.889999,182.425018,1042300
2015-09-21,188.619995,190.199997,186.889999,188.839996,183.347366,546200
2015-09-22,187.669998,189.190002,185.139999,188.649994,183.162903,478600
2015-09-23,188.470001,189.600006,187.110001,188.679993,183.192047,569100
2015-09-24,187.619995,188.330002,184.649994,185.970001,180.560867,607800
2015-09-25,186.889999,187.580002,180.679993,181.149994,175.881042,1305000
2015-09-28,180.289993,180.929993,172.710007,174.160004,169.365479,1755800
2015-09-29,174.350006,177.300003,173.289993,175.759995,170.921448,1305600
2015-09-30,177.089996,179.449997,175.720001,179.000000,174.072235,1856600
2015-10-01,178.770004,180.550003,175.970001,180.070007,175.112808,1131800
2015-10-02,178.429993,183.580002,176.500000,183.509995,178.458069,605400
2015-10-05,184.619995,185.250000,181.649994,183.360001,178.312210,877800
2015-10-06,183.539993,183.860001,178.610001,178.899994,173.974991,1334800
2015-10-07,179.460007,181.050003,178.279999,180.919998,175.939392,851700
2015-10-08,180.550003,181.220001,178.979996,180.300003,175.336456,1096200
2015-10-09,179.559998,182.419998,179.559998,181.039993,176.056107,503400
2015-10-12,180.940002,181.910004,180.130005,181.509995,176.513168,481100
2015-10-13,180.529999,185.990005,180.529999,184.449997,179.372208,1245300
2015-10-14,184.600006,185.690002,181.300003,182.520004,177.495361,716300
2015-10-15,181.130005,183.369995,180.199997,183.250000,178.205246,1084700
2015-10-16,184.000000,185.080002,182.830002,184.199997,179.129105,1104200
2015-10-19,183.899994,186.800003,183.899994,186.669998,181.531113,1054000
2015-10-20,186.820007,187.449997,184.979996,185.919998,180.801758,845100
2015-10-21,186.580002,186.850006,170.750000,177.149994,172.273178,2951700
2015-10-22,176.860001,178.190002,162.210007,165.110001,160.564636,3518400
2015-10-23,165.029999,169.789993,165.029999,168.199997,163.569580,2750900
2015-10-26,168.410004,170.919998,167.550003,170.240005,165.553391,1672100
2015-10-27,170.240005,177.029999,169.509995,175.160004,170.337982,1478100
2015-10-28,174.910004,178.199997,171.309998,178.000000,173.099777,1022300
2015-10-29,178.000000,183.300003,175.410004,180.570007,175.599014,1431700
2015-10-30,180.809998,182.119995,178.559998,178.630005,173.712418,952300
2015-11-02,179.949997,181.869995,178.210007,180.639999,175.667145,739000
2015-11-03,179.979996,181.500000,177.009995,178.529999,173.615173,621900
2015-11-04,178.669998,179.009995,176.009995,176.880005,172.010635,737900
2015-11-05,177.000000,179.979996,176.320007,179.050003,174.120880,810900
2015-11-06,176.020004,177.809998,174.619995,177.240005,172.360687,1010000
2015-11-09,176.699997,178.080002,175.759995,177.649994,172.759399,672700
2015-11-10,177.720001,178.369995,175.729996,176.440002,171.582703,1633800
2015-11-11,177.449997,178.139999,170.610001,171.100006,166.389725,1184900
2015-11-12,170.789993,172.550003,167.949997,169.050003,164.396194,956300
2015-11-13,168.509995,170.429993,166.850006,167.360001,162.752716,1193200
2015-11-16,167.479996,169.949997,166.990005,169.039993,164.386414,747600
2015-11-17,168.699997,171.740005,168.570007,169.520004,164.853226,994000
2015-11-18,169.580002,171.600006,168.639999,171.080002,166.370285,614800
2015-11-19,165.289993,168.179993,163.399994,164.250000,159.728302,2014100
2015-11-20,165.210007,169.240005,164.500000,167.610001,162.995819,1414400
2015-11-23,167.940002,170.350006,167.009995,168.070007,163.443146,1202400
2015-11-24,166.910004,168.770004,166.440002,168.410004,163.773804,815400
2015-11-25,168.800003,169.520004,168.020004,168.389999,163.754349,678200
2015-11-27,168.910004,169.979996,168.169998,168.899994,164.250290,627300
2015-11-30,169.250000,170.320007,168.240005,168.660004,164.016922,1121600
2015-12-01,168.919998,173.610001,168.919998,173.550003,168.772278,1803700
2015-12-02,173.500000,175.660004,172.500000,173.130005,168.363861,1200700
2015-12-03,173.169998,173.619995,168.240005,168.600006,163.958557,685400
2015-12-04,169.649994,172.619995,169.050003,170.770004,166.068817,819000
2015-12-07,170.899994,171.009995,169.020004,169.470001,164.804596,596200
2015-12-08,168.979996,170.600006,168.350006,170.039993,165.358902,805700
2015-12-09,168.860001,171.250000,168.619995,170.729996,166.029892,1063300
2015-12-10,170.770004,173.139999,170.240005,172.020004,167.284393,402600
2015-12-11,170.369995,174.240005,170.259995,172.779999,168.023483,1007000
2015-12-14,173.259995,175.100006,172.050003,174.889999,170.075394,888200
2015-12-15,174.929993,176.960007,174.479996,175.660004,170.824249,857700
2015-12-16,177.199997,178.300003,175.690002,176.360001,171.504944,1320600
2015-12-17,176.350006,177.830002,175.309998,176.880005,172.010635,717000
2015-12-18,176.139999,177.119995,174.860001,175.380005,170.551926,1238400
2015-12-21,175.649994,176.750000,174.470001,176.100006,171.252106,998100
2015-12-22,177.039993,177.369995,174.220001,176.100006,171.252106,585100
2015-12-23,176.580002,179.490005,171.350006,179.139999,174.208420,854200
2015-12-24,178.820007,180.309998,178.110001,178.300003,173.391510,361800
2015-12-28,177.729996,178.330002,176.009995,177.860001,173.245422,294300
2015-12-29,178.000000,180.130005,177.809998,179.110001,174.462967,743700
2015-12-30,179.529999,179.619995,177.509995,179.000000,174.355820,412900
2015-12-31,178.399994,179.750000,178.399994,178.509995,173.878525,590700
2016-01-04,177.669998,179.880005,176.440002,179.750000,175.086365,969600
2016-01-05,180.220001,181.460007,178.500000,179.630005,174.969543,977000
2016-01-06,177.800003,179.240005,175.050003,176.610001,172.027832,1449800
2016-01-07,175.080002,176.660004,173.809998,175.149994,170.605743,1923100
2016-01-08,174.559998,176.330002,172.440002,172.910004,168.423859,738100
2016-01-11,173.080002,173.419998,166.710007,169.009995,164.625031,1522200
2016-01-12,169.550003,172.000000,167.619995,168.830002,164.449692,1397000
2016-01-13,168.929993,170.110001,163.520004,163.889999,159.637817,1258500
2016-01-14,163.889999,167.750000,162.770004,167.229996,162.891190,1383900
2016-01-15,166.339996,166.500000,160.470001,162.160004,157.952728,1617700
2016-01-19,162.160004,167.360001,162.160004,164.000000,159.744980,1583300
2016-01-20,162.839996,166.199997,157.449997,164.740005,160.465820,1665000
2016-01-21,165.639999,167.240005,163.300003,166.110001,161.800278,620600
2016-01-22,167.440002,168.229996,165.639999,166.220001,161.907410,1162700
2016-01-25,166.220001,166.809998,163.110001,163.289993,159.053391,537200
2016-01-26,163.250000,165.539993,163.009995,164.660004,160.387909,408900
2016-01-27,165.350006,165.529999,159.740005,161.300003,157.115067,1220400
2016-01-28,161.309998,162.699997,158.809998,159.789993,155.644226,791900
2016-01-29,160.619995,163.449997,158.119995,162.789993,158.566391,1205900
2016-02-01,162.710007,168.360001,162.690002,167.580002,163.232132,1799200
2016-02-02,166.130005,167.589996,164.259995,166.869995,162.540573,904300
2016-02-03,167.539993,167.979996,164.750000,166.779999,162.452881,812300
2016-02-04,166.559998,169.869995,164.869995,168.649994,164.274384,1042800
2016-02-05,167.970001,169.320007,163.320007,164.779999,160.504791,1095400
2016-02-08,164.130005,164.729996,156.039993,156.960007,152.887680,1447200
2016-02-09,157.039993,161.300003,155.240005,159.529999,155.390976,1241100
2016-02-10,161.169998,165.520004,160.750000,161.070007,156.891052,1703000
2016-02-11,158.910004,160.919998,157.009995,158.020004,153.920151,1036800
2016-02-12,158.339996,160.470001,157.410004,160.369995,156.209198,692300
2016-02-16,161.000000,166.740005,160.550003,166.639999,162.316498,1021500
2016-02-17,167.330002,169.589996,166.000000,168.309998,163.943192,1167900
2016-02-18,168.000000,169.000000,166.610001,167.750000,163.397751,1475600
2016-02-19,167.800003,168.220001,164.470001,165.339996,161.050247,901300
2016-02-22,166.500000,171.850006,165.339996,171.750000,167.293945,1122300
2016-02-23,171.679993,174.009995,170.059998,172.830002,168.345917,684200
2016-02-24,172.820007,174.000000,169.869995,172.289993,167.819946,504900
2016-02-25,171.789993,176.740005,171.639999,176.600006,172.018112,886500
2016-02-26,176.809998,181.649994,176.600006,178.710007,174.073349,1276200
2016-02-29,179.039993,180.979996,176.710007,176.970001,172.378479,853200
2016-03-01,178.350006,181.500000,176.610001,181.229996,176.527969,1048300
2016-03-02,180.300003,183.250000,179.649994,182.699997,177.959808,1200800
2016-03-03,182.050003,183.559998,180.410004,183.220001,178.466324,637200
2016-03-04,182.710007,185.279999,181.259995,183.250000,178.495544,978500
2016-03-07,182.000000,184.580002,181.929993,184.250000,179.469635,848300
2016-03-08,183.830002,184.160004,182.009995,182.520004,177.784561,403300
2016-03-09,182.990005,185.619995,182.789993,184.429993,179.644974,1364300
2016-03-10,185.000000,186.080002,183.520004,184.759995,179.966400,796200
2016-03-11,185.899994,186.979996,185.160004,186.910004,182.060608,724400
2016-03-14,187.000000,187.500000,185.139999,186.330002,181.495651,589800
2016-03-15,185.449997,187.000000,183.020004,183.910004,179.138474,455600
2016-03-16,183.630005,184.839996,181.860001,183.389999,178.631973,579000
2016-03-17,182.929993,182.940002,179.300003,182.539993,177.803986,743300
2016-03-18,182.000000,185.949997,180.520004,184.600006,179.810562,893300
2016-03-21,184.259995,184.990005,182.740005,183.729996,178.963104,392900
2016-03-22,183.399994,185.460007,181.750000,184.360001,179.576797,424200
2016-03-23,184.759995,184.759995,182.509995,183.589996,178.826752,466800
2016-03-24,182.320007,184.639999,181.440002,184.070007,179.294312,484900
2016-03-28,184.070007,184.960007,182.820007,182.929993,178.183899,507800
2016-03-29,182.940002,186.229996,182.649994,185.759995,181.227753,478300
2016-03-30,186.110001,187.440002,184.350006,184.889999,180.378983,753900
2016-03-31,184.520004,185.750000,182.479996,182.949997,178.486282,866700
2016-04-01,182.770004,185.009995,181.500000,184.740005,180.232651,685300
2016-04-04,185.000000,187.800003,184.210007,185.470001,180.944809,790600
2016-04-05,182.839996,183.259995,178.380005,181.029999,176.613144,1681600
2016-04-06,180.600006,181.949997,179.809998,180.350006,175.949722,849300
2016-04-07,179.360001,180.759995,171.929993,172.580002,168.369308,2691700
2016-04-08,172.889999,173.500000,169.750000,171.029999,166.857147,1404700
2016-04-11,171.050003,171.899994,167.320007,167.460007,163.374252,1305300
2016-04-12,167.710007,170.649994,167.699997,170.410004,166.252289,976800
2016-04-13,170.699997,172.110001,168.690002,169.960007,165.813263,1197800
2016-04-14,169.740005,170.610001,168.029999,168.240005,164.135223,666900
2016-04-15,168.050003,170.229996,166.699997,169.869995,165.725433,868500
2016-04-18,169.889999,172.279999,168.869995,171.720001,167.530334,778500
2016-04-19,172.419998,174.899994,172.089996,174.770004,170.505890,974900
2016-04-20,175.000000,176.270004,172.710007,174.500000,170.242447,519500
2016-04-21,174.199997,175.369995,172.289993,173.449997,169.218094,503000
2016-04-22,173.979996,175.320007,173.529999,175.300003,171.022949,561600
2016-04-25,174.800003,176.160004,173.699997,176.110001,171.813217,546300
2016-04-26,176.300003,178.759995,175.009995,178.479996,174.125366,749900
2016-04-27,178.899994,179.160004,176.600006,177.559998,173.227844,711800
